"(Intercept)"	"z1"	"z2"	"rep(1, n)"	"rep(1, n)"
0.00416752467605642	0.00148299050484848	0.00547687741773697	0.470323955135175	0.111497433725425
0.00423894992652045	0.00140582087223368	0.00522091806790398	1.08218781344206	0.171497651978708
0.00446710160347295	0.0015596868967144	0.00566637694158063	0.363651349037157	0.0960268978887578
0.00438142425958268	0.00150123646572597	0.00554189752442909	0.505231429992981	0.117578430256766
0.00438184777954973	0.00153644112958205	0.00562449808196039	0.394488160584882	0.100978556182677
0.00433144091536447	0.00151599156471324	0.00547286182628646	0.497051059842394	0.116653418500545
0.00444367689006361	0.00150277914957767	0.00558912205797172	0.452147262917903	0.107882502687469
0.004167457466538	0.00142611860399928	0.00527325974099163	0.609646548521712	0.128270521976414
0.00429060067709273	0.001503635158077	0.00551818536977446	0.301483246641867	0.0892761451246812
0.00420523478068651	0.00147413971995752	0.00541605424409512	0.447244243374213	0.110154388653879
0.00429714384254034	0.00148515342386675	0.00545115237697883	0.322326139814301	0.0940126681342584
0.00443436706679133	0.00156107150715874	0.00570338318685166	0.327107742607535	0.0939622145540655
0.00430257512375574	0.00149574609731181	0.0054703427751202	0.512723372735682	0.114372397926423
0.0041482276549051	0.00144577655965219	0.00531762499720926	0.334906571694812	0.094080565945018
0.00449203673675701	0.00152452777431945	0.00564277618028103	0.351899243147281	0.0977579437701213
0.00431895414950877	0.00147810894570663	0.00545520678237745	0.3424990820292	0.0957176999470696
0.00413785260795796	0.00145824632102623	0.00532039737377937	0.628329756460935	0.127725394030524
0.00441360145699749	0.00149218864360647	0.00553647636708527	0.583209775251034	0.124679312701365
0.00426731900133801	0.00150555581325231	0.00544992885357436	0.388445719708386	0.101119411352774
0.00428306111146933	0.00148507028631243	0.00546974745777271	0.360472086432398	0.0993568470965409
0.00446839384733182	0.00157301689342097	0.00572467309620852	0.271398559576125	0.0858924465998059
0.00426604218563337	0.0014941988748952	0.00549559004415467	0.352535153999233	0.0989823928075432
0.00443529754213682	0.00157080334865277	0.00572623132433005	0.371670607741157	0.0971915156751767
