"(Intercept)"	"z1"	"z2"	"rep(1, n)"	"rep(1, n)"
0.00671110524778268	0.00191654629047065	0.00698567706779177	0.601193787500971	0.141954848653471
0.00630814395204382	0.00191983772117893	0.00683095884466842	0.489257453959918	0.127208709310829
0.00642520259613726	0.00182455016313571	0.00656243718547051	0.799007232316224	0.165123983128646
0.00670476270171581	0.00174403462564624	0.00634809937948248	1.53204862816072	0.227311486510619
0.00649895801587251	0.00193865188488576	0.00699013381222687	0.507576653335702	0.127158371065882
0.00674079267639561	0.0020260683235752	0.00718953099639039	0.532173568584508	0.132532225277179
0.00654231694933639	0.00194189136527051	0.00685141597357097	0.604833924517111	0.142021928704508
0.00637696684806491	0.00186756942782676	0.00666131160705195	0.616214906314579	0.142085503497649
0.00656500596562988	0.00198845356831985	0.00709751900463422	0.468883489417123	0.123817561497375
0.00621359794377627	0.00184748100527595	0.0064651262307797	0.670176364951646	0.150470472788659
0.0070488104595875	0.00204138132999734	0.00722375450020249	0.744024252325502	0.159151372148831
0.00616448441913537	0.00187307050278318	0.00658098314927575	0.464153038121326	0.118722838416006
0.00642935751839062	0.00185450547498255	0.00653573434111308	0.767988477748848	0.161265385006687
0.00600788257716717	0.00187461808007169	0.00664452774909858	0.343650141544196	0.105001985329003
0.0065219872867308	0.0019663433130559	0.00693772724371494	0.548184487466812	0.137004122822795
0.00656142927829966	0.00193595199630711	0.0068402500998247	0.606502691025201	0.143699145917235
0.00597539569653079	0.00189162011226859	0.00671394621324565	0.340985700160536	0.109201177557844
0.0061729236632098	0.00186599177540246	0.00664259645629343	0.467771162729907	0.125563364315618
0.00626691226985828	0.0019364210858758	0.0068876839122412	0.451106543779279	0.123631377289044
0.00652473619003837	0.00200394423887766	0.00734092014426367	0.440741812656089	0.121803127727707
0.00648309094381509	0.00188159438610969	0.00673938332983263	0.642458092377475	0.142229713445916
0.0065129489594532	0.00193610549813042	0.00695117856727633	0.455946544101295	0.120658548352091
0.00609091666126189	0.00184726523685498	0.00653788542244851	0.460799967258891	0.125898979196427
0.006203905154718	0.00192190237564201	0.00686623985184898	0.365748546053058	0.109434934142537
0.00642235225976991	0.00194607037346312	0.00697802301014071	0.4219841019669	0.119449135631367
0.00633613799358357	0.00184555525883659	0.00662098589066794	0.575802306213645	0.140220443536755
0.00640850793021392	0.00174616198655449	0.00636440451375915	0.921788522250732	0.169669969899766
0.00652164956170842	0.00191010398298103	0.00673654622751721	0.640076358316488	0.146635220812473
0.00696490618859488	0.00190834980983033	0.00691284859486169	0.903001789094039	0.169506596823312
0.00616225019545665	0.00186505880393337	0.00666136569984812	0.467707383561698	0.12392661840596
0.00604758261345328	0.00191046729389991	0.0067605645887546	0.352663591723999	0.111707452514019
0.00642471494553415	0.00191109512617915	0.00679273534143954	0.545908645431938	0.133574714674923
0.00631421752346496	0.00198180763543604	0.00700941320766479	0.366130470121493	0.110134279083608
0.00657631603914442	0.00203538090341788	0.00729316325025176	0.337022421435146	0.109097877885793
0.0060706087974301	0.00179479614013938	0.00642689793864329	0.629736474835151	0.148394536628658
0.00676043657872535	0.00201744964627611	0.00725158271704219	0.477989963127442	0.124316145511274
0.00647963659290536	0.00198275063794885	0.00701690972584339	0.430795521111115	0.117147780378368
0.00658163695433727	0.00191145444688567	0.00680373923020848	0.641329166500369	0.146243640273628
0.00631909961394657	0.00194843829891385	0.00709992730628669	0.438251490812214	0.120875582468993
0.00663487657036816	0.00201688594581198	0.00717858091840909	0.44433585647612	0.115466851481089
0.0063627757739157	0.00198963904690408	0.00709169302665674	0.387262400550864	0.116238856477536
0.00642410415196899	0.00192204176321239	0.00679064337463372	0.538233696859645	0.129520502123413
0.00651621773653599	0.00192638287548788	0.00675173594224786	0.643247840810399	0.14746741110451
0.00666751087892438	0.00189402149321304	0.00677981473085831	0.755978462571274	0.15819611694184
0.00683144696066683	0.00201684062364084	0.00702627198027286	0.641621857143019	0.139066383066266
0.00628914000135231	0.00194685174315773	0.00692176170765832	0.383162087446165	0.118017642675771
0.00660045668650109	0.00197975746699816	0.00708919926587976	0.461336312273603	0.123583664593943
0.00655259005461139	0.00196225680962712	0.00700734089946417	0.614575147640569	0.14751187465456
0.00662463933286156	0.00193567631905953	0.00691919615565118	0.56609019929945	0.136966058678093
0.00635105022623807	0.00191997482609235	0.00687406073106084	0.439727606318887	0.122443748174439
0.00641328425810308	0.00189811966933544	0.00669018547282789	0.586608392145738	0.142693024583182
0.006123698523323	0.00193335043581865	0.00683257762953731	0.343279828001667	0.10953786974011
0.0069911748446016	0.00205555461251325	0.00718886411160261	0.736797200269912	0.158082454851094
0.00579481676884081	0.00184618077463637	0.00654519964377809	0.290288032093333	0.0963090626602629
0.00626944727937282	0.00188680201847749	0.00684622437341594	0.512908433630257	0.130579571038214
0.00674710108124586	0.00197186067199849	0.00695798825740428	0.624236249508326	0.141299363467655
0.00642157707034025	0.0019258396027489	0.00694573205355842	0.566332909499126	0.141690232052029
0.00636306522091212	0.00193394398301886	0.00688533666862415	0.434330821380507	0.122110908686172
0.00674516787898054	0.0019848737822256	0.00707566932621394	0.685368723324873	0.152623769065688
0.00674079228706011	0.00188607941523464	0.00676999450633013	0.885142550523929	0.171822847835436
0.00700359641989356	0.00194010008789544	0.00688960255742162	0.996594902965387	0.186685844405632
0.00621594068125551	0.00186886884589046	0.00670978083678172	0.506047541621081	0.127412603315089
0.00654828025487424	0.00187557129373479	0.00670090154217964	0.679310281685633	0.152149563322093
0.00665362123467246	0.00189554593522807	0.00682889201760198	0.615358230378741	0.137491547406874
0.00629231900593163	0.00190703413803616	0.00660497223646527	0.581435073430655	0.137075361107634
0.00629288239473358	0.00191422122214261	0.00679740531758731	0.501053024324852	0.130920173372659
0.00649041394549257	0.00198792264669623	0.00697299214342728	0.484208349010069	0.128642917157619
0.00664939244030814	0.00193590272044633	0.00686425577132099	0.776523745848476	0.163299173032137
0.0065675835864078	0.00189528346234225	0.00680698148982339	0.639509613575874	0.148407595974623
0.00630396543276107	0.00182461863889879	0.00661596034748536	0.579076456187332	0.140998189122661
0.00669153797248944	0.00203056028322296	0.00726244415711536	0.452413127296628	0.120844556394405
0.00603369678837717	0.00183032946617525	0.00651760521678924	0.468062521028381	0.124856214482207
0.00640597977220727	0.00194470620318797	0.00690619231308368	0.576990913910498	0.141132426187654
0.00618778904161303	0.00181291319647708	0.00641717534421335	0.657421372215362	0.148394135979409
0.00661522016558337	0.00189055626830615	0.00683184606339195	0.651516944735951	0.148529510795466
0.00670496700256919	0.00198408779430801	0.0070043301870162	0.58727872768504	0.1382913285249
0.00655867647258864	0.0018960696798449	0.00678341067537344	0.641725836860319	0.146717666852564
0.00656130399918642	0.00193139689305524	0.00686065050381335	0.611747165835396	0.143906971815982
0.00658765990129415	0.00192405587331425	0.00694059178141895	0.617039931420601	0.145603722693111
0.00676330699056248	0.00193010920830406	0.00691605100761138	0.733469157646025	0.158937244136925
0.00615582216364553	0.00184316499288726	0.00669736528278567	0.578220684689652	0.136778682220416
0.00655629810939722	0.00188537718527931	0.00679298463354721	0.593844506426407	0.136570075564057
0.00666667193254672	0.00198412217342061	0.00701519506761828	0.648572561566744	0.148663474141987
0.00638461855114158	0.00195590676595327	0.00682079968838281	0.497509969123684	0.131353644798385
0.00656958332467499	0.00186025414414806	0.0068192293910503	0.739917105530553	0.160711202581164
0.00691497167881337	0.00188817723071521	0.00682108526108535	0.956093166633272	0.178059862708744
0.00674496980240023	0.00199092297202756	0.00711326993875607	0.540388868819828	0.131356588048403
0.00576893009209384	0.00181781071143573	0.00647821618754198	0.349855625581512	0.10571203309774
0.0068475003783171	0.00202352488009289	0.00705764823410065	0.685068289675037	0.152066936911049
0.00691629761660101	0.00196574690847874	0.00701005218730199	0.809409289503674	0.162589454581831
0.00671452689480992	0.00194514192302288	0.0068143187631593	0.736076465008616	0.151548015760152
0.00662484876562231	0.00193104977860598	0.00666389567422914	0.923637645604891	0.176213689891969
0.00667222089629976	0.00195659121247679	0.00689806931622357	0.713426092211284	0.151112119965361
0.00649652163544427	0.00199552459682999	0.00714084190291077	0.418870759473094	0.119723230174336
0.00634528051954611	0.0019598213763866	0.00694276148758362	0.412093357408606	0.117613553048296
0.00676442070721792	0.00202203545449368	0.00717518726144333	0.54492641528818	0.133955982945468
0.0066786443617412	0.00193383083814479	0.00696205839038466	0.610473161988578	0.142603994770412
0.0066151759616479	0.00192168952374157	0.00687051621543416	0.659327129956029	0.149433841785907
0.00661537404044599	0.00197209908455575	0.00707495674980743	0.627001802167795	0.146226286147335
0.0068822646914477	0.00195008174501063	0.00698354259888333	0.844670229656013	0.168412820855416
0.00646394209930046	0.0019593774737133	0.00695316863482891	0.44147215076214	0.122523634991393
0.00668154143901708	0.00196008285155707	0.00686790862168777	0.718399561902959	0.156477449358738
0.00666810141504272	0.00197239366320237	0.0070763294189097	0.529417884397444	0.13244024160892
0.00657045919665253	0.00198190131046735	0.00705241025123229	0.469765937032724	0.129816641961447
0.00638100598642315	0.00197508269111657	0.00701905894560056	0.404894715683687	0.117809858739485
0.00634128644538886	0.00182664938026192	0.00661672599291799	0.700537366019767	0.153513042337831
0.00670393166904409	0.00206724842544482	0.00730098773689433	0.397117647407471	0.114561959248484
0.00618717968444967	0.00191294241680365	0.00691244102759361	0.423500125301533	0.116499843824283
0.00630267200406529	0.00184875340823699	0.00662784128035266	0.558421268206069	0.136673025885974
0.00617773885779718	0.00192236379301907	0.00680841912924955	0.363594156450055	0.112397385018828
0.00618137144088167	0.00188690799969286	0.00666807292160612	0.472516120081762	0.129019137088779
0.0067682060640496	0.00182524196356671	0.00655373191905289	1.20037104238247	0.201369597325785
0.00659784913070211	0.00185825864981142	0.00667582323434474	0.775194541463162	0.159707165325512
0.00662673517884157	0.00198427673835198	0.00707700381908361	0.556091355673488	0.138277962493856
0.0063517646493778	0.00188892853485072	0.00671207035905293	0.573603526719504	0.139257290231011
0.00569160234222397	0.00182914386088287	0.00644419978099366	0.279905552402834	0.0922608286003569
0.00635857425202882	0.00193122911818791	0.00684105507117596	0.427323375091673	0.120078924610747
0.00649829865004644	0.00190119054187014	0.00682874573910035	0.564382673744134	0.134373302465051
0.00673522528179145	0.00200208272429775	0.00714529347876626	0.514409927571179	0.134081342360957
0.00642062591398224	0.00188074301419459	0.00665926944157431	0.654066759237877	0.14882579132098
0.00680452049572764	0.00194282616167817	0.00679895123955445	0.857470681804038	0.167827761425874
0.00650178877938082	0.00194892636312512	0.0069800536331625	0.536039816483205	0.131380254035925
0.00617941721773566	0.00195323676848708	0.00697277506540224	0.353003204200378	0.1104448380223
