"(Intercept)"	"z1"	"z2"	"rep(1, n)"	"rep(1, n)"
0.00534132163196508	0.00153381687493619	0.00563223383861108	0.466445180767716	0.113761237439123
0.00549188457071444	0.00148210110052866	0.00546075218314012	0.901471387651966	0.159032765800126
0.00553043742223572	0.00156700546872995	0.00577387843699524	0.501999577704007	0.114456018605717
0.00555989843924276	0.00161033275536018	0.00584386732525466	0.438175218029475	0.110555034043958
0.00533932470386238	0.00150977501987708	0.00557912201086587	0.491759607833168	0.114526085709193
0.00537955287015333	0.00154968901760242	0.00572289071019695	0.434835886555835	0.110671506100469
0.00578173425939421	0.00161124703604044	0.00587704736128081	0.595526444512765	0.12863326593499
0.00523158130087774	0.00152512759848454	0.00550853195357087	0.405111214977067	0.102666146715488
0.00509677613242989	0.00150431126829009	0.00551138566985037	0.351365914226159	0.0968792458231823
0.00560154902462681	0.0016032195484575	0.00583757060342904	0.512890253658562	0.120238050475394
0.00512656288599781	0.0015189595282104	0.00556742597921529	0.356740444368199	0.100551938100961
0.005258318781438	0.00153077381456532	0.00560592818054005	0.378504153696828	0.104155563722635
0.00545462519497477	0.0015888130504741	0.0058752789472957	0.362509753787658	0.0999699793797898
0.00547066815974114	0.00156800178096917	0.00573294931427402	0.411013532983266	0.103107159943641
0.00517998466748045	0.00149603862305005	0.00546503203964816	0.407273339667961	0.105718201787107
0.00532641606826504	0.0015838239353932	0.00579761397922672	0.320250883484038	0.0942969966722635
0.00521989981501936	0.00155414684497735	0.00569138980577146	0.385207929386283	0.102764501131688
0.00535581490723403	0.00146617492926297	0.00542067792279287	0.66675166489411	0.135543753468056
0.00578299958778784	0.00157407189645546	0.00573232582632373	0.731567399468818	0.14126444964536
0.00523708011467848	0.00153183118972596	0.00564141022473009	0.406912684909079	0.105443495408389
0.0052324388052543	0.00153824045608293	0.00564766942160883	0.366093636397459	0.102440848049906
0.00525276507117942	0.00158071478937032	0.0057827436370212	0.305133477523129	0.0913052646529801
0.00546978098328411	0.00162754290265479	0.00599236728517457	0.303484535822663	0.0939822191672873
0.00533121099519184	0.00155213235707333	0.0056869903721433	0.391947460252682	0.101959208917914
0.00559438485163601	0.0015912414036495	0.00579970551814392	0.46509503535514	0.111234602259307
0.00545999612551105	0.00157033190669961	0.00576026825824453	0.428310928401755	0.106897878790982
0.00549799393359204	0.00158316938305522	0.0058405481532223	0.36285380039776	0.0964827915133612
0.00545911691791588	0.00159944993979498	0.00584721196630605	0.364168020680785	0.0998928547995009
0.00547505243309671	0.00153228006879312	0.00569687270920613	0.467241038743987	0.113641395592592
0.00547699288165551	0.00154929565678121	0.00566920312995454	0.532241775592015	0.119549931120098
0.00555845190679083	0.00160023893956002	0.00586244343544852	0.416891294130744	0.105979779749204
0.00557359719218076	0.00160259556975775	0.00590465729069356	0.393668265208896	0.106049681750024
0.00554291239542498	0.00157551324393144	0.00576120821874406	0.501270830018527	0.117627662813168
0.00528954319445049	0.00153839495349615	0.00564679261315037	0.369909865844567	0.103486859232111
0.00546407357648286	0.00158257111011808	0.00581946776928689	0.374241789707782	0.103131569878747
0.00533244092682995	0.0015937083700761	0.00579841334921154	0.329791522238714	0.0924899698574896
0.00523088044943556	0.00153060610140211	0.00562542570626491	0.352655821433264	0.100304873447374
0.00562971154066156	0.00155965098919733	0.00576851615814342	0.543311843801248	0.120847403453695
0.00530671154219738	0.00154815828862243	0.00570066146166937	0.36631469956739	0.103824127108554
0.00565371187361575	0.0015841860405486	0.00580709246223433	0.553100125486352	0.123846913518604
0.00566293049901778	0.00155332523852588	0.00565903918617155	0.752270795659399	0.146881631287918
0.00538281619796473	0.00153897469787697	0.00560331279742776	0.462506364481825	0.111133543029201
0.00537199013553059	0.00152084100492176	0.00562336494878356	0.42759950255108	0.107523282340491
0.00551226618207632	0.00151639886456491	0.00554240445716179	0.611015601360216	0.12658899547328
0.00523231899661877	0.00154272569843707	0.00564334213798211	0.384445397587705	0.104004853748811
0.00568015902003907	0.00156662026067532	0.00583908888186328	0.559397181594094	0.12637947727868
0.00537318915372554	0.001499428573288	0.00554002666451042	0.575600600514634	0.1269172680313
0.00548916260547403	0.00159109524531454	0.00579132985027949	0.422502419263994	0.107813624696763
0.00520650787532406	0.00153622110061599	0.00558865208569328	0.358947393639438	0.0995565393776497
