"V1"	"V2"	"V3"	"V4"	"V5"
2.07684554605344	0.014221502741042	0.025752477357633	3.97836958422	1.18617299184891
2.07634344860079	0.0111441652022816	0.0305394467767709	3.64888442271308	1.32335828569879
2.0777530329852	0.0131275040452649	0.0288115232791274	6.14082949989914	0.81981902728039
2.06869602540989	0.0116255266117606	0.0413091476733579	4.10863785736336	1.1776137693068
2.06729527585136	0.0120272430584401	0.0326111525291741	4.20993328568716	1.0923510659095
2.06531807966151	0.0164563117822848	0.0387729043048244	3.53519771821788	1.34214665822742
2.06791519044096	0.0139317113355299	0.0414655107326753	4.09713973625838	1.16263278793602
2.0709779873489	0.0103483222687302	0.0353594331950622	3.57383003344217	1.3213893738688
2.07580722437174	0.0112983203609787	0.0207123784394791	4.39362696060659	1.0618437478311
2.07612708370046	0.0181590353476703	0.0356261328571663	3.77792815096856	1.30927095279316
2.07969377052552	0.0130216872843917	0.0265828251771098	5.10932031163186	0.990370321841997
2.07692758680341	0.0130433359129693	0.0262049303867458	3.32064533100662	1.37941143309191
2.0718369509109	0.0133705547590077	0.0276854458983852	3.72067025266388	1.24289808076528
2.07664645763889	0.0129148111943592	0.0295599075187883	3.45356838348778	1.36531019615849
2.06803533091094	0.0127059207097048	0.0392282606448249	3.62021225793036	1.31736629465487
2.07164625375021	0.00950538251739045	0.0360529931836103	3.31017656309746	1.36752972196278
2.06452431997798	0.00724775516361668	0.0370332085620333	4.07921479733519	1.15969319088316
2.06682479434977	0.0141056719784777	0.0404382639139076	3.67120310921599	1.28644334669158
2.0632020183609	0.0148910785819441	0.0437310582109947	3.88382427876636	1.27509681371578
2.06930825269624	0.0128352022115329	0.0291499119282502	3.26491621998905	1.37593219907009
2.0692634169342	0.0115149013389458	0.0287585778908778	3.53055499253926	1.28672262623828
2.08109818124745	0.0107785656005602	0.0333446284428637	4.44565525070444	1.16410392243853
2.06917204230272	0.0128738064012731	0.0354681848906211	4.45141163825905	1.1208874422555
2.07568242567933	0.0147177634729306	0.0321268174585848	5.00356448711888	0.960056927900906
2.06828957027388	0.016403003243526	0.0412630081087393	4.10364692260594	1.19766462698577
2.07316466992023	0.0146840912112067	0.0322463973800158	3.11655730667051	1.44604319400666
