"V1"	"V2"	"V3"	"V4"	"V5"
2.0724776654618	0.0125497999443445	0.026553814211629	4.52347436547517	1.00512973134378
2.07743807045834	0.0158898861912264	0.0301570828670872	3.76629379097098	1.22837833112579
2.06080460702052	0.0130210559423197	0.0472119366988692	3.51237131448586	1.33031203597714
2.07168920936593	0.0122772984122376	0.0437113685091272	4.62198242321695	1.13145531289966
2.08113566169071	0.0174162675462096	0.0254778821879438	6.90339066090332	0.702045659805321
2.0737200212046	0.0125342673348974	0.0295268610814831	6.09053264298528	0.816952844156012
2.06505738994422	0.0141444591266099	0.0450423739860672	3.65062948681955	1.2757115208483
2.07534345624587	0.00987661048238224	0.0216386863356424	3.68946564626949	1.23926240375405
2.06831970862989	0.0136185484905248	0.0302296713345961	4.02398056709775	1.17214230887149
2.08314335353547	0.0127975630744933	0.0245170574610795	3.875076127564	1.28880683113075
2.05927698107003	0.0122777446570213	0.0466816762751942	4.1425160799074	1.12143910187495
2.06995440199117	0.0112652373698364	0.0358001769889323	3.49371962838464	1.33209704029167
2.06929853722774	0.0138722958790153	0.0331267465180884	4.34925401540723	1.12131896172941
2.06422169776584	0.00965043129904878	0.043515972380572	4.66504841984849	0.9952275287346
2.07318043729684	0.0140479265541452	0.0401562990394984	3.60346894136002	1.32899112960243
2.07573120191511	0.013973775939042	0.0348279438724516	4.44039196977461	1.15591851462615
2.07235573077973	0.0159159834036178	0.0387586891627891	3.95228562403668	1.23265591007094
2.07343554451136	0.0105838417085572	0.030332947428928	3.34630335776959	1.34674147937576
2.07725980674258	0.0142903452494774	0.0211784174537834	3.31610622060772	1.37349298524235
2.06908460241186	0.0129140182228274	0.0358169674351095	4.42069436187746	1.11569240216774
2.0709852324708	0.0113221644882717	0.0415426291338254	3.34841285314289	1.40207037522319
2.0705060278633	0.0134938935790239	0.037277147057818	3.30934284721761	1.37845495125014
2.06969914363634	0.0129194852184878	0.0402557671949258	3.58925238618324	1.33515073740457
2.06416577864767	0.0155137625667017	0.0423898080058783	3.39798177172613	1.32905243514712
2.06865432660277	0.0066862400871991	0.0261295689039755	3.8808763211997	1.19692559192849
2.07130445915067	0.0103891702989113	0.0400505282710283	5.94932965635397	0.848227744866225
2.06907002290208	0.0106220385362118	0.0295565041023979	3.25529283709089	1.375785763141
2.06776144373446	0.0147141865178724	0.0311470381147911	3.71181369497307	1.32482347165524
2.07426343609213	0.0103139505807544	0.0324192668581179	3.56209517560965	1.32232038254556
2.05912345790554	0.0103403562153084	0.0413330873638207	3.18413856340802	1.40418253397439
2.06026658058404	0.0117531971064047	0.0457306604813678	3.38402247551234	1.34338174521447
2.07712330988965	0.0119704505972416	0.0422520828421626	3.88587796358354	1.26824645614336
2.06776161788116	0.015711784340879	0.0465493722865296	5.48561956411734	0.960194197252672
2.071868077184	0.0105566305535207	0.030518554696491	4.53070018835199	1.0826224105473
2.07492032718091	0.0119718251509104	0.0360083756315989	5.25244317263809	0.93084229059415
2.07437399741479	0.0132673801254484	0.031214100109727	4.3991034885446	1.10823070070709
2.07656282013623	0.00949478762515896	0.0272604626860821	3.74801331390644	1.27319369326092
2.07220161893796	0.0164885807072088	0.0388406303061594	3.32992080012648	1.39979886160488
2.06745329382551	0.0170434242877282	0.0541552308362153	3.47309401522565	1.34036878146345
2.07032811641559	0.00442527969920855	0.0289784871539628	3.60187759541052	1.30277924813197
2.06958894404422	0.0135037423760601	0.0337790764730479	3.26042425533702	1.36904356995951
2.06033612639969	0.0137401162796936	0.038980777785439	3.04703443713789	1.39995189764041
2.08041864507518	0.0135743074725902	0.0361671495942988	4.40807250285233	1.16184579625271
2.07156557811542	0.0152580738657198	0.036890628804247	3.14766940449632	1.39762430524254
2.0603036066967	0.0135338252138976	0.0479989990066363	3.66900722832013	1.26205488806766
2.06437382767232	0.013178425757003	0.0355612422012504	4.79918870490368	0.995299160106624
2.05757654552105	0.00894369141127528	0.0449708809889135	3.75922778044602	1.23953466282408
2.0731419990399	0.018127559150652	0.027510074968854	3.85344259572313	1.24816304925567
2.07333229161526	0.0142772269455528	0.023837572539072	4.94186746210165	0.959048482739037
2.06226377961313	0.0147454535382564	0.0389372481411337	2.64035198529772	1.55302818116751
2.06250726819616	0.0132199675356932	0.0313955746134964	3.54950017227323	1.28867610060062
2.06754707492831	0.0157981509202912	0.0436533977867236	4.7330645256815	1.07998350640203
2.07249688575805	0.0104465472718217	0.0334564340880062	4.29366481287647	1.12993958121165
2.08233779871637	0.0123716185284796	0.028554462320783	4.26153434622605	1.17046350118868
2.06210172041963	0.0126079467259534	0.0444796161909762	4.22933032354325	1.11786854748842
2.07148823011791	0.0106802153692051	0.04028973364386	4.73227004602163	0.996455052410017
2.06594187996469	0.0132963332086314	0.0360479924520962	3.0819047416683	1.45964372714925
2.06334293162461	0.00982317306954575	0.0399801901457107	3.48974404323841	1.26899767245963
2.06352245209602	0.0139141015092642	0.0412201237665247	3.81671210826513	1.22794264929581
2.0626143562075	0.0122522103287431	0.0521003560148106	4.09219196637369	1.15199286429189
2.07602643291323	0.0157759070965299	0.0315800153876381	3.53304686602396	1.33108967137635
2.07815968219284	0.0171632388002105	0.0354643323232689	3.630123247996	1.3215882293472
2.06994343771836	0.0074422065748452	0.0277150296328608	3.91392855730701	1.19812318257867
2.06293427061625	0.0133411904442565	0.043158743712551	3.12480899424034	1.44839319628102
2.05671537490849	0.00809874606629114	0.0483999519671145	4.18552186084255	1.10832736268222
2.06807045988686	0.012113052014621	0.0464226757299097	3.16062066943134	1.46091246359879
2.07040914130698	0.0152861702968429	0.0399120202070669	3.52464966841934	1.30424756936195
2.07240558851618	0.0144124862322331	0.0421637147386768	3.623783139554	1.34396329633541
2.08203101991599	0.0111079322839283	0.0187381349474122	4.40800494056264	1.06075442792819
2.06893345852592	0.0126424348159791	0.0285975885568573	3.75822822368636	1.24940201334376
2.068425761871	0.0115243251886993	0.0362300710838684	3.18325724975183	1.4160111270963
2.07208963910836	0.0134032843328203	0.0208973520432209	5.08007278402107	0.938154147507837
2.0598003701868	0.0105277756307536	0.0480429012178186	4.0758669139706	1.17474094789649
2.07826061678229	0.0133014835012587	0.0276888388870341	4.61517703127463	1.05375718774598
